Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,Positioning,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,5G bands,Dual,,_1,Triple,Features_1,SAR EU,256GB 8GB RAM,Models,128GB 6GB RAM,64GB 4GB RAM,128GB 8GB RAM,128GB 4GB RAM,Quad,Performance,Display,Camera,Loudspeaker_1,Battery (old),Build,Audio quality,SAR
Motorola,Motorola Moto G8 Plus,https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g8-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat13 600/100 Mbps","2019, October 24","Available. Released 2019, October 28",158.4 x 75.8 x 9.1 mm (6.24 x 2.98 x 0.36 in),188 g (6.63 oz),Nano-SIMNano-SIM + Nano-SIM,IPS LCD,"6.3 inches, 99.1 cm2 (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Android 9.0 (Pie), upgradable to Android 10",Qualcomm SDM665 Snapdragon 665 (11 nm),Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,microSDXC (uses shared SIM slot),64GB 4GB RAM,"25 MP, f/2.0, 0.9µm","Laser AF, LED flash, HDR, panorama","4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)",,1080p@30/120fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX","GPS, GLONASS, BDS, GALILEO",Yes (market dependent),FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 4000 mAh, non-removable",15W wired,"Dark Blue, Dark Red",About 270 EUR,,,"1, 2, 3, 4, 5, 7, 8, 12, 17, 28, 66 - LATAM",eMMC 5.1,"48 MP, f/1.7, 26mm (wide), 1/2.0"", 0.8µm, PDAF 16 MP, f/2.2, 14mm (ultrawide), dedicated video camera (1080p) 5 MP, f/2.2, (depth)",HDR,0.59 W/kg (head)     0.88 W/kg (body),,"XT2019, XT2019-2",,,,,,"AnTuTu: 168699 (v8) GeekBench: 5641 (v4.4), 1385 (v5.1) GFXBench: 6.5fps (ES 3.1 onscreen)","1505:1 contrast ratio, 581 nits max brightness (measured)",Photo,Voice 79dB / Noise 74dB / Ring 80dB,Endurance rating 87h,"Glass front, plastic back, plastic frame",Noise -93.2dB / Crosstalk -94.2dB,0.59 W/kg (head)     1.58 W/kg (body)
